Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
LC,X11,PoS,657000000.0,657000000.0,-0.32765483341340657,1.0697685825210042,-0.12655947204095533,0,Lutetium Coin
KMD,Equihash,dPoW/PoW,115898131.0,200000000.0,-0.33797769402904515,-1.738002242463552,0.7012163216110469,3,Komodo
GB,X11,PoW/PoS,15563873.0,50000000.0,-0.38850846711708076,1.255978666083275,-0.45899374389360226,0,GoldBlocks
CTC,Scrypt,PoW/PoS,43165500.0,90000000.0,-0.33775917196514593,1.0034016565566528,-0.5880925735318367,0,CarterCoin
KRB,CryptoNight,PoW,7822432.72439746,10000000.0,0.303416367038955,-2.2859898989195684,0.4147584400359207,3,Karbo
BXT,SHA-256,PoW/PoS,595429.0,21000000.0,-0.3096491222264918,0.8428034846243,-0.37430584807529793,0,BitTokens
ZYD,SHA-256,PoW,6243840.0,9736000.0,-0.13901861687132225,-1.3047710483403856,0.1719358687238269,3,ZayedCoin
MST,X11,PoW/PoS,657636.34549789,3000000.0,-0.3890238661822799,1.2559962673612843,-0.45898597304351074,0,MustangCoin
ZNE,Scrypt,PoW/PoS,2581970.0,21000000.0,-0.3387444114223414,1.003420341099881,-0.5880763707219032,0,ZoneCoin
COVAL,Multiple,PoW,1000000000.0,1200000000.0,-0.08657864431630546,-1.8092078779260226,0.34947638381646634,3,Circuits of Value
ROOT,Scrypt,PoW/PoS,1939889.0,0.0,-0.3389011295354287,1.0034305083827049,-0.5880744416571343,0,RootCoin
DOPE,Scrypt,PoW,116845228.0,200000000.0,-0.16543740220087963,-1.1442069733167426,-0.04187848825503725,3,DopeCoin
BTCR,Scrypt,PoS,169598616.0,0.0,-0.28814203436109787,0.8173401157420753,-0.2554676955051462,0,BitCurrency
DLC,SHA-256,PoW,9106714.0,10638298.0,-0.13897722437480134,-1.3047704002545295,0.17193505888867547,3,DollarCoin
SCN,Scrypt,PoW/PoW,665200057.0,3100000000.0,-0.27213033845900164,0.2523790153523957,-0.37432849304825033,0,Swiscoin
SH,Scrypt,PoW,11119200.0,30000000.0,-0.16793494108714316,-1.1441631344697756,-0.04183709719793365,3,Shilling
BUZZ,SHA-256D,PoW/PoS,19577787259.0,20000000000.0,0.02768992218567033,1.907919330121677,-0.7196319175255863,0,BuzzCoin
XPO,PoS,PoS,74033806.7949683,74000000.0,-0.34446089365347743,1.6263324743399885,-0.04366405325930455,0,Opair
PSB,Scrypt,PoW/PoS,33522957.0,0.0,-0.3385150545399298,1.0034425938325815,-0.5880825393611299,0,PesoBit
HALLO,X11,PoW/PoS,264678458.288619,1500000000.0,-0.37518419551831167,1.2553549998650253,-0.45917944566085395,0,Halloween Coin
XZC,Lyra2Z,PoW,7568281.24956067,21400000.0,-0.15272919018859046,-2.22467632697084,0.3270903156189834,3,ZCoin
CFC,PoS,PoS,148716816.0,39999898.0,-0.3437889872171881,1.626377911399528,-0.043680344803022464,0,CoffeeCoin
ROYAL,X13,PoS,2500124.0,2500124.0,-0.23371497659771723,1.6351730536253881,-0.2784380008544035,0,RoyalCoin
GNJ,X14,PoW/PoS,100000000.0,100000000.0,-0.4079308792036187,1.9297683253982894,-0.6239176525372211,0,GanjaCoin V2
TEAM,PoS,PoS,17818682.1654,301000000.0,-0.3435388680759154,1.6261984039423238,-0.043668712794879994,0,TeamUP
LANA,SHA-256D,PoW/PoS,1082162635.53683,7506000000.0,-0.28697279536527714,1.907037095357007,-0.7138399960781796,0,LanaCoin
ELE,Ethash,PoW,26205539.0,26205539.0,-0.14609771483526215,-2.004183497302339,0.40146263561473466,3,Elementrem
ZCL,Equihash,PoW,5613550.0,21000000.0,-0.16544159999469424,-2.1064678086248687,0.436131982171826,3,ZClassic
ARK,DPoS,DPoS,108202084.0,125000000.0,3.7140364491937254,1.9201914930472546,0.25620118148472937,0,ARK
INSANE,X11,PoW/PoS,18342813.0,30000000.0,-0.38861627727098363,1.2559896465841058,-0.458992775978447,0,InsaneCoin
KLC,Scrypt,PoW,196297971.0,10000000000.0,-0.09499384980130617,-1.1490359604303901,-0.042722264389116624,3,KiloCoin
ATX,X11,PoW,824000000.0,500000000.0,-0.20479468810205728,-0.8915173959471865,0.0870033872604456,3,ArtexCoin
EMB,X13,PoW/PoS,92192822723.0,850000000.0,0.8505282746939491,1.856184542219452,-0.6347959719506482,0,EmberCoin
XEN,X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.38897875245762004,1.2559970670840193,-0.45898686409613704,0,XenixCoin
FRE,PoS,PoS,50000000.0,50000000.0,-0.3449248219030681,1.6263351782074482,-0.043655874637462726,0,FreeCoin
PLNC,Scrypt,PoW/PoS,17089600.0,38540000.0,-0.33844272724991187,1.0034171952145625,-0.5880815641156304,0,PLNCoin
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000.0,-0.33859716056195116,1.0034098774601072,-0.5880781012164193,0,AquariusCoin
KURT,X11,PoW,61364813.0,228000000.0,-0.2160454380259595,-0.8916743499926809,0.08722177591059381,3,Kurrent
XCRE,PoS,PoS,20000000.0,20000000.0,-0.34550421564244976,1.6263385742122383,-0.04364566219497702,0,Creatio
ENT,X11,PoW/PoS,6069482.07721352,60000000.0,-0.38855363751021293,1.2559700744363904,-0.45899214979940456,0,Eternity
EUC,SHA-256,PoW/PoS,12416554.0,20000000.0,-0.30951170846897863,0.8428085039046272,-0.37430879491798486,0,Eurocoin
BCF,Scrypt,PoW/PoS,20244023.640728,33000000.0,-0.3384434403424665,1.0034211493166565,-0.5880819074145578,0,BitcoinFast
XSN,X11,TPoS,75590369.0,76500000.0,-0.3476953838898383,0.8034815477618197,-0.06250028041725234,0,Stakenet
BCCOIN,Scrypt,PoW/PoS,11080722.3769581,28000000.0,-0.3385908986312436,1.0034201222053247,-0.5880791378960232,0,BitConnect Coin
MONEY,Scrypt,PoW/PoS,10914418.0,650659833.0,-0.3341788888137312,1.003111308866065,-0.5881314117038194,0,MoneyCoin
XNG,X11,PoW/PoS,814671.0,5000000.0,-0.3890077685498234,1.2559953357392526,-0.4589861813480528,0,Enigma
XCI,CryptoNight,PoW,978145.0,21000000.0,0.30341068081860434,-2.2859979723447545,0.4147592706390781,3,Cannabis Industry Coin
RC,Scrypt,PoW/PoS,8377873.0,144000000.0,-0.3378016132292114,1.0033615686314978,-0.5880881913279257,0,Russiacoin
PND,Scrypt,PoS,33813143821.8337,32514916898.0,0.3536190886368582,0.8140912983305645,-0.26682562613942085,0,PandaCoin
UNITS,Scrypt,PoW/PoS,3472983.0,13000000.0,-0.3387902316709619,1.003424648900462,-0.5880759270048471,0,GameUnits
GAKH,Scrypt,PoW/PoS,3315789.0,3315789.0,-0.3388608047117228,1.003429390724732,-0.5880750730250316,0,GAKHcoin
ASAFE2,Quark,PoS,10517772.7391666,15000000.0,-0.3476116498102162,1.5342330548463392,-0.12895657375490158,0,Allsafe
LTCR,QuBit,PoW/PoS,30227750.0,78835200.0,-0.3459725435104163,0.6056433889230155,-0.35492743354732953,0,LiteCreed
OS76,Scrypt,PoW,894026.0,2714286.0,-0.1682533635120548,-1.1441535174049198,-0.04183218295575272,3,OsmiumCoin
BIC,CryptoNight,PoW,9357088.0,25000000.0,0.3035414620117096,-2.285996749516662,0.4147567862460812,3,Bikercoins
HXX,Lyra2RE,PoW,1876146.443596,9999999.0,-0.15541108736411235,-2.24374992045603,0.42949710735094815,3,HexxCoin
KED,Scrypt,PoW/PoS,23965372.0,500000000.0,-0.3350873817704857,1.0031910084950566,-0.5881220993113817,0,Klingon Empire Darsek
IOP,SHA-256,PoW/PoS,2526078.47525448,21000000.0,-0.30962552174893626,0.8428042233988695,-0.37430634308192534,0,Internet of People
KUSH,X11,PoW/PoS,5659096.95728771,9354000.0,-0.3889176841827421,1.255995030530183,-0.4589877892560655,0,KushCoin
PRX,Scrypt,PoW/PoS,11821728.0,20000000.0,-0.3386385525870068,1.0034243726046854,-0.5880786557180002,0,Printerium
PAC,X11,PoW,536982074.0,100000000000.0,0.497053420440097,-0.9409649110945177,0.07871689611518763,3,PacCoin
IMPCH,Scrypt,PoW/PoS,308179.0,21933333.0,-0.3387655900923003,1.003419008221255,-0.5880758661553943,0,Impeach
CTL,CryptoNight-V7,PoW,10969318.522954,185000000.0,-0.1435735564377785,-2.2144141079563826,0.3492138869265771,3,Citadel
ZBC,Scrypt,PoS,2922613.96424908,55000000.0,-0.2897896050275635,0.8172490640852139,-0.2554295819555849,0,Zilbercoin
FRST,Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.2558018186506432,0.3232030493499069,-0.42470045617769075,0,FirstCoin
BVC,Scrypt,PoW,3115258.0,3360000.0,-0.16822163344685295,-1.144152987618461,-0.04183280671942805,3,BeaverCoin
FIND,X13,PoS,14524851.4827,14524851.4827,-0.23348274153700896,1.6351716924243174,-0.2784420942489979,0,FindCoin
VLTC,X11,PoW,30385540.0,1000000000.0,-0.21095141525495506,-0.8920690053375772,0.08716485466098679,3,VaultCoin
ZER,Equihash,PoW,6921653.89980891,17000000.0,-0.16545396563082343,-2.1064653246465235,0.4361319828656969,3,Zero
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.3196117183119246,1.003316565912918,-0.5884143590310733,0,OpenChat
CDN,Scrypt,PoW,99843408.3158479,100000000.0,-0.1663541355216268,-1.144163893550645,-0.0418657270020196,3,Canada eCoin
ZOI,Lyra2RE,PoW,18545757.5,21000000.0,-0.15512933701909043,-2.2437489961477004,0.4294919091352849,3,Zoin
RNS,Scrypt,PoS,36050365.0,34426423.0,-0.2895304939766731,0.8172719421517894,-0.2554363470960834,0,RenosCoin
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.1859374941552901,-2.2817239718871902,0.40870676435760844,3,DubaiCoin
XVP,X11,PoW/PoS,13162749.0858027,100000000.0,-0.38818336815044063,1.2559529544718016,-0.4589973293058431,0,VirtacoinPlus
TAJ,Blake2S,PoW/PoS,12184195.9258495,36900000.0,-0.44045281249918955,1.848053126035279,-0.6569733830217879,0,TajCoin
IMX,X11,PoW/PoS,110630387.850471,110000000.0,-0.38692102259451616,1.255985292485345,-0.4590231596168751,0,Impact
EB3,Scrypt,PoW,64096052.0,4000000000.0,-0.1391439702462983,-1.1461114114399287,-0.04218424315808612,3,EB3coin
ATMOS,PoS,PoS,111135836.889,110290030.0,-0.34375009379968585,1.6263286770194907,-0.04367661511259701,0,Atmos
HPC,X11,PoW/PoS,21521322.0099142,100000000.0,-0.38808119200960295,1.2559561529297254,-0.45899947239242894,0,HappyCoin
CXT,NIST5,PoW,10123200.0,48252000.0,-0.19196018181904853,-0.6452530924304856,-0.04183800976954514,3,Coinonat
MCRN,PoS,PoS,401421401.0,400000000.0,-0.3381478529103543,1.6262961020591626,-0.043775384238252474,0,MacronCoin
RAIN,X11,PoW/PoS,121665451.643876,500000000.0,-0.38402141422634145,1.255796131223551,-0.4590587570950176,0,Condensate
IMS,Scrypt,PoW/PoS,5368934.0,21212121.0,-0.3387088395309634,1.0034213023668248,-0.5880771031048977,0,Independent Money System
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000.0,-0.3387080599855042,1.0034160239999925,-0.5880766417028377,0,ArgusCoin
LMC,Scrypt,PoW/PoS,500000.0,1000000000.0,-0.33182971936239797,1.0029341012596498,-0.5881580933907563,0,LomoCoin
PROC,SHA-256,PoS,100545745.0,75000000000.0,0.27180929385828556,0.6195083853654213,-0.04798154588644574,0,ProCurrency
XGR,X11,PoW/PoS,17171382.0,40000000.0,-0.38855970686063446,1.2559842397676177,-0.45899331583988057,0,GoldReserve
BENJI,Scrypt,PoW,20276099.146524,35520400.0,-0.1677838719369663,-1.1441623678517874,-0.04183990879948727,3,BenjiRolls
GRW,Scrypt,PoS,295135466.361878,2000000000.0,-0.2724294346251176,0.8163964408869013,-0.255667924204501,0,GrowthCoin
ILC,SHA-256,PoW,1317747500.0,2500000000.0,-0.10533313755997532,-1.3055040063173475,0.17139037301477278,3,ILCoin
PHR,PoS,PoS,11390225.9742772,30000000.0,-0.3455385723785761,1.6263303210693,-0.043644294911099134,0,Phreak
DEA,Scrypt,PoW/PoS,21358764.0,105000000.0,-0.33791940479941956,1.0033858742365769,-0.5880882427328002,0,Degas Coin
HTML5,X15,PoW/PoS,40659020000.0,90000000000.0,0.8756657851816577,1.8334506337665812,-0.6248421102011517,0,HTML5 Coin
USC,SHA-256,PoS,10343113.0,200084200.0,-0.25955081954238385,0.6565638663782489,-0.04167366132291356,0,Ultimate Secure Cash
EQT,Scrypt,PoW,13673406.4325268,72000000.0,-0.16760597969417404,-1.144182983045325,-0.04184128095903812,3,EquiTrader
QTUM,POS 3.0,PoS,100000000.0,100000000.0,-0.3659183592873361,1.5021742360977062,-0.017468748210177115,0,QTUM
QRL,CryptoNight-V7,PoW,69036016.8340164,105000000.0,-0.14343086347299475,-2.2143522198956886,0.3492057206559647,3,Quantum Resistant Ledger
ESP,536,PoW/PoS,22801882871.0,50000000000.0,0.6255542204450034,1.9157102438298501,-0.733905095728305,0,Espers
DYN,Argon2d,PoW,19784224.6512734,0.0,-0.1605672562987877,-2.24538106284489,0.2994314445558911,3,Dynamic
NANO,Blake2b,PoW,133248297.0,340282367.0,-0.03174744905586597,-2.1383116344868833,0.3806073828395133,3,Nano
CHAN,Cloverhash,PoW,18407259.0885883,30000000.0,-0.14609147145491885,-2.2570737185282645,0.2348384721341588,3,ChanCoin
DCY,CryptoNight,PoW,1809467143.0,2000000000.0,0.33954700871870697,-2.286287242515503,0.41412930781986423,3,Dinastycoin
DNR,NIST5,PoW/PoS,4171382.0,10000000.0,-0.36294541555106996,1.5023458772463703,-0.5880754883974922,0,Denarius
DP,X11,PoW,35138975.0,100000000.0,-0.21727341911299364,-0.8916209158804176,0.08723925473060619,3,DigitalPrice
VUC,NIST5,PoW/PoS,62942075.0,120000000.0,-0.3614472046831666,1.5023138220280685,-0.5880997991413395,0,Virta Unique Coin
BTPL,Skein,PoW/PoS,6804362.0,100000000.0,-0.4382210700047559,1.8856415520460796,-0.6201897609252057,0,Bitcoin Planet
UNIFY,Scrypt,PoW,18133195.0,19276800.0,-0.16792521810746627,-1.1441551333580657,-0.041837994569979595,3,Unify
BRIT,X13,PoW/PoS,21268092.0,30000000.0,-0.2820002238279132,1.8213211475735365,-0.611094856226755,0,BritCoin
SOCC,Scrypt,PoW,5167775.0,75000000.0,-0.16768868646023483,-1.1441877253444899,-0.04183935223029396,3,SocialCoin
ARC,X11,PoW,26042364.3735553,60000000.0,-0.21766817757174295,-0.8916045625072466,0.08724494788200209,3,ArcticCoin
DAS,X11,PoW,2622886.0,18900000.0,-0.21824581829854298,-0.8915931444233325,0.08725440575142328,3,DAS
LINDA,Scrypt,PoW/PoS,9044930943.24243,50000000000.0,0.1260919928888816,0.9820980559522412,-0.5945940544480214,0,Linda
XLC,CryptoNight,PoW,14161803.0,54000000.0,0.30380577672594844,-2.2860092907918146,0.41475311774030943,3,LeviarCoin
ONION,X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.2820709921585429,1.8213269007908137,-0.6110940898229907,0,DeepOnion
BTX,Time Travel,PoW,17801865.1605478,21000000.0,-0.1494522214669031,-2.247528546145935,0.3713136471948191,3,Bitcore
GCN,Scrypt,PoW,163055097500.0,200000000000.0,3.2427227285312084,-1.180929733464189,-0.10044223026267714,3,gCn Coin
SMART,Keccak,PoW,2241009149.22257,5000000000.0,-0.12423937032417516,-1.1885856918040614,0.16116388025260467,3,SmartCash
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.31769994506298715,1.5299439327067508,0.09472899429514027,0,Signatum
ONX,X11,PoW,122475638.389743,1100000000.0,-0.20911679432229877,-0.8920833521247052,0.08713284123606023,3,Onix
CRM,Skein,PoW/PoS,47331802.4774238,100000000.0,-0.43772565798842156,1.8856570601135831,-0.620200151911183,0,Cream
BCH,SHA-256,PoW,17995589.6469082,21000000.0,-0.13879511152845736,-1.304772136786665,0.17193190923608476,3,Bitcoin Cash
XMCC,X11,PoW/PoS,12569262.5359307,9507271.0,-0.38883212699723296,1.2559975987460061,-0.458989573857903,0,Monoeci
DFT,Scrypt,PoS,18663297.3489799,17405891.19707116,-0.28986369420459,0.817273728621572,-0.2554304590784806,0,Draftcoin
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.3906440650150405,2.447429084309202,-0.19807390836232455,0,Vechain
SOJ,Scrypt,PoW,485214.0,10500000000.0,-0.09384298132115873,-1.1493588174235214,-0.04271406966111396,3,Sojourn Coin
STCN,PoS,PoS,4000000.0,61599965.0,-0.3454048988202542,1.6263118241184307,-0.043645055160590744,0,Stakecoin
NYC,Scrypt,PoW,143006669741.687,0.0,1.5798461721898582,-1.0894301560773865,-0.07849775448157233,3,NewYorkCoin
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.16802313025398974,-1.1441587174270396,-0.04183589415102092,3,FrazCoin
KRONE,Scrypt,PoW,17453749.4042601,84000000.0,-0.16747470021563585,-1.1441874867481665,-0.04184325846662623,3,Kronecoin
ACC,Scrypt,PoW,32646731.063036,100000000.0,-0.1671755553047816,-1.1441896067611166,-0.04184849818808937,3,AdCoin
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.1671624780104708,-1.144189197397685,-0.041848772476918254,3,Linx
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.33834392983942185,1.0034133169622843,-0.5880830082885548,0,CoinonatX
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.33884372783446637,1.0034292906319056,-0.5880753740234979,0,Ethereum Dark
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.30398935387209436,-2.28602858626952,0.4147515234764309,3,Sumokoin
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.3009057803899958,1.6726923480247269,-0.13209350664662597,0,Obsidian
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.6938745337086218,1.5031819378933031,-0.1792258110396415,0,Cardano
REC,X11,PoW/PoS,7262402.04264803,27000000.0,-0.388772992502416,1.255986894167001,-0.4589896829666269,0,Regalcoin
BTCZ,Equihash,PoW,5211553258.01514,21000000000.0,0.04691676890172167,-2.1148782906378174,0.4330345365947799,3,BitcoinZ
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.3444480046925179,0.5418894238191977,-0.3298695921894631,0,TrezarCoin
ELM,X11,PoW,2702855668.85288,1800000000.0,-0.17261162889348397,-0.8914430535707698,0.08641243305992204,3,Elements
TER,Scrypt,PoW/PoS,1140734.91680375,15733333.0,-0.3387993647061472,1.00342240111183,-0.5880755586879444,0,TerraNovaCoin
VIVO,NeoScrypt,PoW,4165967.57499639,27000000.0,-0.1786325640308187,-1.605576195070508,0.21644972544794996,3,VIVO Coin
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.3202242127660735,0.7313196418207886,-0.013414443410040435,0,Rupee
BTG,Equihash,PoW,17202361.088994,21000000.0,-0.16529993705716647,-2.10646337409699,0.43612901087208167,3,Bitcoin Gold
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.4306745179022827,1.0095766695328225,-0.6025991771816467,0,WomenCoin
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.3079711295155596,0.8427993079338987,-0.3743359343208753,0,Theresa May Coin
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.3477080950600876,1.5019687151034142,-0.5883181287214665,0,NamoCoin
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000.0,-0.4067214907880247,1.8964675409133636,-0.4668637972277413,0,LUXCoin
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.15611256453738168,-2.1820660501762466,0.4376515112332823,3,Pirl
XIOS,Scrypt,PoW/PoS,2149688.0,21000000.0,-0.33874969568640345,1.0034201756845877,-0.5880762598874633,0,Xios
BTDX,Quark,PoW/PoS,30711550.5294042,200000000.0,-0.39476294758383274,1.7203035969854517,-0.46162702800020017,0,Bitcloud 2.0
EBST,Scrypt,PoW,99990001.493466,100000000.0,-0.1663523435500429,-1.1441638374558891,-0.04186576458760694,3,eBoost
KEK,POS 2.0,PoS,12330806.30517,21000000.0,-0.3177743223388001,1.609719029758373,-0.01659609826570172,0,KekCoin
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.3386199910981363,1.0034286944408224,-0.5880793820616866,0,BlackholeCoin
XIN,SHA-256,PoS,8999999990.0,9000000000.0,-0.08727753243589494,0.655640320062716,-0.04471793089861371,0,Infinity Economics
PURA,X11,PoW,175215859.0,350000000.0,-0.2137888505545407,-0.8916912786581486,0.08718233465273732,3,Pura
INN,NeoScrypt,PoW,6375259.04,45000000.0,-0.17847795519436155,-1.605584275082451,0.21644764662281257,3,Innova
ELLA,Ethash,PoW,12756367.0,280000000.0,-0.14446296717241558,-2.0043144892504654,0.40144475985740424,3,Ellaism
GBX,NeoScrypt,PoW,5832306.875,31800000.0,-0.17857816725535344,-1.6055779375452843,0.21644889490844385,3,GoByte
MAG,X11,PoW/PoS,38198594.8342105,144000000.0,-0.38756541063256467,1.2559407169177224,-0.45900744526254356,0,Magnet
TAU,DPoS,DPoS,288090567.493887,500000000.0,3.718893805689741,1.920074382398578,0.25612355134406645,0,Lamden Tau
ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,0.19675747334505023,1.4983406600657598,-0.5978755731364338,0,Electra
BCD,X13,PoW/PoS,183534024.889807,210000000.0,-0.27874064463382586,1.8212939854979469,-0.6111515839761531,0,Bitcoin Diamond
XSH,Multiple,PoW,481730566.566176,660000000.0,-0.09674209472159068,-1.809138434508535,0.349654636197862,3,SHIELD
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000.0,-0.3360795554120737,1.003368102287127,-0.5881200424861833,0,Cash & Back Coin
XUN,CryptoNight,PoW,19281821413.4924,85000000000.0,1.1415190013066063,-2.320757401343319,0.40267576814300443,3,UltraNote
COAL,CryptoNight,PoW,4500000.0,12500000.0,0.30339347577438913,-2.285992409908675,0.41475908183491483,3,BitCoal
DAXX,Ethash,PoW,520891780.0,10000000000.0,-0.06934627025086207,-2.0089397698851026,0.40049779380159034,3,DaxxCoin
BWK,NIST5,PoS,13247178.8807286,27716121.0,-0.313999266265165,1.3161860172516142,-0.25542957108417963,0,Bulwark
KLKS,Quark,PoS,16955764.902064,20000000.0,-0.3474975060081397,1.5342330391018433,-0.1289586445209779,0,Kalkulus
AC3,X11,PoW,80316207.0,550000000.0,-0.2135311123266006,-0.8918267638057888,0.08718986215620847,3,AC3
LTHN,CryptoNight-V7,PoW,441250233.377,999481516.0,-0.13253988500155828,-2.214653324052064,0.3490351320717125,3,Lethean
GER,Scrypt,PoW/PoS,4911500269.41,50000000000.0,0.0755644688118995,0.9805163739817808,-0.5935342682966095,0,GermanCoin
LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,-0.33775857150086025,1.0033586093860956,-0.5880887061012614,0,LiteCoin Ultra
POP,Scrypt,PoW,3964201248.87125,4999999999.0,-0.08437963165850114,-1.1451148689992285,-0.04326822700733876,3,PopularCoin
PNX,X11,PoW/PoS,45174214.1078625,50000000.0,-0.3881465069582407,1.2559899966574075,-0.45900133580258107,0,PhantomX
PHO,BLAKE256,PoW,30089671530.5228,90000000000.0,1.120449979867628,-1.2824389746657232,-0.04553123889245725,3,Photon
